Academy of Children's Theatre|||Colorado Springs|6|||||
Adams Mystery Playhouse|||Denver|6|||||
Altona Grange Hall|||Longmont|6|||||
And Toto Too Theatre Company|||Denver|6|||||
Armory Performing Arts Center|||Brighton|6|||||
Arvada Center for the Arts and Humanities|||Arvada|6|||||
Aspen District Theater|||Aspen|6|||||
Aspen Theater Masters|||Aspen|6|||||
Audience of One Youth Theater|||Highlands Ranch|6|||||
Aurora Fox|||Aurora|6|||||
Avenue Theater|||Denver|6|||||
Backstage Theatre|||Breckenridge|6|||||
Band of Toughs|||Boulder|6|||||
Bas Bleu Theatre Company|||Fort Collins|6|||||
BDT Stage|||Boulder|6|||||
Bluebird Theater|||Denver|6|||||
Boulder Ensemble Theatre Company (BETC)|||Boulder|6|||||
Boulder Fringe Festival|||Boulder|6|||||
Bovine Metropolis Theater|||Denver|6|||||
Breckenridge Backstage Theatre|||Breckenridge|6|||||
Buell Theatre at Denver Performing Arts Complex|||Denver|6|||||
Buntport Theater Company|||Denver|6|||||
California Actors Theatre|||Longmont|6|||||
Candlelight Dinner Playhouse|||Johnstown|6|||||
Catamounts|||Boulder|6|||||
CCD Studio Theatre|||Denver|6|||||
CenterStage Theatre Company|||Louisville|6|||||
Chief Theater|||Steamboat Springs|6|||||
Cliff Cultural Community Center|||Wray|6|||||
Coal Creek Community Theater|||Boulder|6|||||
Colorado ACTS|||Wheat Ridge|6|||||
Colorado Shakespeare Festival|||Boulder|6|||||
Colorado Springs City Auditorium|||Colorado Springs|6|||||
Colorado Springs Conservatory|||Colorado Springs|6|||||
Colorado Springs Dance Theatre|||Colorado Springs|6|||||
Colorado Springs Fine Arts Center|||Colorado Springs|6|||||
Colorado Stage Company|||Denver|6|||||
Colorado State University Thrust Theatre|||Fort Collins|6|||||
Community Concert Hall|||Durango|6|||||
Cottonwood Center for the Arts|||Colorado Springs|6|||||
Creede Repertory Theatre|||Creede|6|||||
Crested Butte Mountain Theatre|||Crested Butte|6|||||
Crossroads Denver Theater|||Denver|6|||||
Curious Theatre Company|||Denver|6|||||
Dairy Arts Center|||Boulder|6|||||
Damon Runyon Repertory Theatre|||Pueblo|6|||||
Denver Center for the Performing Arts|||Denver|6|||||
Denver Dangerous Theatre|||Denver|6|||||
Denver Improv Festival|||Denver|6|||||
Denver Performing Arts Complex|||Denver|6|||||
Devil’s Thumb Productions|||Boulder|6|||||
Dillon Amphitheater|||Dillon|6|||||
Dragon Theatre Productions|||Colorado Springs|6|||||
Edith Kinney Gaylord Cornerstone Arts Center|||Colorado Springs|6|||||
El Centro Su Teatro|||Denver|6|||||
Empire Lyric Players|||Denver|6|||||
Ent Center for the Arts|||Colorado Springs|6|||||
Equinox Theatre Company|||Denver|6|||||
Evergreen Players|||Evergreen|6|||||
Fine Arts Guild of the Rockies|||Estes Park|6|||||
Firehouse Theater Company|||Denver|6|||||
forestgate community theatre|||Colorado Springs|6|||||
Fountain Community Theater|||Fountain|6|||||
Funky Little Theater|||Colorado Springs|6|||||
Glenwood Vaudeville Revue|||Glenwood Springs|6|||||
Grafenberg Theater|||Denver|6|||||
Great American Laughing Stock Company|||Steamboat Springs|6|||||
Heritage Square|||Golden|6|||||
Ignite|||Denver|6|||||
Inspire Creative|||Parker|6|||||
Iron Springs Chateau Dinner Theater|||Manitou Springs|6|||||
Ivywild School|||Colorado Springs|6|||||
Jesters Dinner Theatre|||Longmont|6|||||
John Hand Theater|||Denver|6|||||
Lake Dillon Foundation for the Performing Arts|||Silverthorne|6|||ldtc@lakedillontheare.org||
Lake Dillon Theatre Company|||Silverthorne|6|||||
Lakewood Cultural Center|||Lakewood|6|||||
Lannie’s Clocktower Cabaret|||Denver|6|||||
Larry D. Carter Theater|||Aurora|6|||||
Little Theatre of the Rockies|||Greeley|6|||||
LOCAL Theater Company|||Boulder|6|||||
Longmont Performing Arts Center|||Longmont|6|||||
Longmont Theatre Company|||Longmont|6|||||
Lumber Baron Inn and Gardens|||Denver|6|||||
Luminous Thread Productions|||Denver|6|||||
Magic Circle Players|||Montrose|6|||||
Magic Moments, Inc.|||Littleton|6|||||
Michael D. Palm Theatre|||Telluride|6|||||
Midtown Arts Center|||Fort Collins|6|||||
Millibo Art Theatre|||Colorado Springs|6|||||
Miners Alley Playhouse|||Golden|6|||||
Modern Muse Theatre Company|||Denver|6|||||
Moon Theatre Company|||Loveland|6|||||
Moss Performing Arts Center|||Grand Junction|6|||||
Nederland Community Center|||Nederland|6|||||
No Holds Bard|||Colorado Springs|6|||||
Northglenn Arts|||Northglenn|6|||||
Openstage Theater & Company|||Fort Collins|6|||||
OpenStage Theatre & Company, Inc.|||Fort Collins|6|||||
Pagosa Springs Center for the Arts|||Pagosa Springs|6|||||
Paradise Theatre|||Paonia|6|||||
Paragon Theatre|||Denver|6|||||
Performance Now Theatre Company|||Denver|6|||||
Performing Arts Academy|||Highlands Ranch|6|||||
Phamaly Theatre Company|||Arvada|6|||||
Phamaly Theatre Company|||Aurora|6|||||
Pikes Peak Center For The Performing Arts|||Colorado Springs|6|||||
Ricketson Theatre|||Denver|6|||||
Rocky Mountain Repertory Theatre|||Grand Lake|6|||||
Shadow Theatre Company|||Denver|6|||||
Sherbino Theater|||Ridgway|6|||||
Simpich Showcase|||Colorado Springs|6|||||
Southern Colorado Repertory Theatre|||Trinidad|6|||||
Space Theatre|||Denver|6|||||
Spark Theater|||Denver|6|||||
Spotlight Theater|||Castle Rock|6|||||
Springs Ensemble Theatre|||Colorado Springs|6|||||
Square Top Repertory Theatre|||Pagosa Springs|6|||||
Staenberg-Loup Jewish Community Center|||Denver|6|||||
Stage Door Theatre|||Conifer|6|||||
Stage Left|||Central Colorado|6|||||
Star Bar|||Colorado Springs|6|||||
Stargazers Theatre & Event Center|||Colorado Springs|6|||||
Steel City Theatre Company|||Pueblo|6|||||
Stories on Stage|||Denver|6|||||
Su Teatro Cultural & Performing Arts Center|||Denver|6|||||
The Aurora Fox Arts Center|||Aurora|6|||||
The Avalon Theatre|||Grand Junction|6|||||
The Butte Theater|||Cripple Creek|6|||||
The Dinner Detective Murder Mystery Dinner Show - Fort Collins|||Fort Collins|6|||||
The Edge Theatre Company|||Lakewood|6|||ryaconis@theedgetheater.com||
The Elaine Wolf Theatre|||Denver|6|||||
The Garner Galleria Theatre|||Denver|6|||||
The Jones Theater|||Westcliffe|6|||||
The Jones Theatre|||Westcliffe|6|||||
The Nomad Playhouse|||Boulder|6|||||
The Prairie Playhouse.|||Brighton|6|||||
The Schoolhouse at Mainstreet|||Parker|6|||||
The Stage Theatre|||Denver|6|||||
The Upstart Crow Theatre Company|||Boulder|6|||||
The Venue Theatre Company|||Conifer|6|||||
